doi,capture.READER_COUNT,citation.Scopus,citation.CrossRef,citation.Academic Citation Index (ACI) - airiti,citation.PubMed,citation.Policy Citation,citation.Patent Families,mention.NEWS_COUNT,mention.FACEBOOK_COUNT,mention.REFERENCE_COUNT,citation.SSRN,mention.ABSTRACT_VIEWS,mention.DOWNLOAD_COUNT,mention.ALL_BLOG_COUNT,citation.PubMed Guidelines,mention.FULL_TEXT_VIEWS,citation.SciELO,capture.EXPORTS_SAVES,citation.CSCD
10.1115/msec2019-2946,4.0,2.0,,,,,,,,,,,,,,,,,
10.1080/10888438.2019.1684925,36.0,15.0,,,1.0,1.0,,,176.0,,,,,,,,,,
10.1093/condor/duz021,3.0,,,,,,,,,,,,,,,,,,
10.1080/17518423.2019.1646340,79.0,28.0,5.0,,3.0,,,1.0,2.0,,,,,,,,,,
10.1111/jzo.12709,,,,,,,,,,,,,,,,,,,
10.12930/nacada-18-031,38.0,,3.0,,,,,,,,,,,,,,,,
10.1177/0145721719896262,35.0,4.0,,,1.0,,,,,,,,,,,,,,
10.1158/0008-5472.can-18-1615,33.0,16.0,2.0,,13.0,,,,1.0,,,,,,,,,,
10.1093/jas/skz195,52.0,26.0,,,9.0,,,,,,,7.0,354.0,,,,,,
10.1042/bcj20190625,21.0,16.0,11.0,,13.0,,,,43.0,,,,,,,,,,
10.1080/08873631.2019.1572899,2.0,,,,,,,,,,,,,,,,,,
10.1080/19475020.2019.1690110,,,,,,,,,,,,,,,,,,,
10.1021/jacs.8b12530,48.0,74.0,61.0,,4.0,,,,1.0,,,,,,,,,,
10.1177/1077695819869483,,,,,,,,,,,,,,,,,,,
10.1177/016146811912100401,34.0,,,,,,,,,,,,,,,,,,
10.4018/978-1-5225-5990-0.ch006,1.0,,,,,,,,,,,,,,,,,,
10.1080/15210960.2019.1606641,69.0,9.0,1.0,,,1.0,,2.0,18.0,,,,,,,,,,
10.1177/0149206319887421,75.0,23.0,18.0,,,,,5.0,,,,,,,,,,,
10.5590/jswgc.2019.04.1.02,194.0,,,,,1.0,,,17.0,,,9413.0,23724.0,,,,,,
10.1002/cmdc.201800658,17.0,6.0,5.0,,,,,,,,,,,,,,,,
10.1177/1077801219841445,52.0,16.0,10.0,,2.0,6.0,,3.0,,,,,,1.0,,,,,
10.1177/1049731518823073,59.0,28.0,2.0,,,,,,,,,,,,,,,,
10.1080/10691898.2019.1677533,78.0,11.0,6.0,,,,,,10.0,,,,,,,,,,
10.1080/00934690.2019.1625248,12.0,2.0,,,,,,,132.0,,,,,,,,,,
10.1080/22297928.2019.1613926,4.0,3.0,2.0,,,,,,35.0,,,25.0,,,,,,,
10.1111/gwao.12358,20.0,19.0,11.0,,,,,,208.0,,,,,,,,,,
10.2478/amsil-2018-0012,1.0,,,,,,,,,,,,,,,,,,
10.1142/s1363919620500395,88.0,7.0,6.0,,,,,,,,,,,,,,,,
10.22175/mmb2018.10.0032,6.0,7.0,1.0,,,,,,,,,,,,,,,,
10.1089/ast.2018.1912,28.0,11.0,7.0,,6.0,,,,,,,,,,,,,,
10.1097/01.ccm.0000552328.56415.aa,2.0,,,,,,,,,,,,,,,,,,
10.1096/fasebj.2019.33.1_supplement.542.16,1.0,,,,,,,,,,,,,,,,,,
10.1145/3359852.3359890,5.0,1.0,4.0,,,,,,,,,,,,,,,,
10.1177/0018578719844171,28.0,6.0,,,4.0,,,2.0,,,,,,,,,,,
10.1093/geroni/igz038.185,1.0,,,,,,,,,,,,,,,,,,
10.1093/condor/duz005,13.0,9.0,,,,1.0,,,,,,,,,,,,,
10.5465/ambpp.2019.16454abstract,,,,,,,,,,,,,,,,,,,
10.1002/cctc.201801882,34.0,9.0,8.0,,,,,,,,,,,,,,,,
10.4049/jimmunol.1900495,65.0,40.0,33.0,,36.0,,,,,,,,,,,,,,
10.1190/int-2018-0107.1,2.0,3.0,,,,,,,,,,,,,,,,,
10.1111/test.12203,9.0,5.0,7.0,,,,,,,,,,,,,,,,
10.1111/dsji.12187,18.0,,,,,,,,17.0,,,,,,,,,,
10.1075/jicb.17018.her,13.0,,,,,,,,,,,,,,,,,,
10.1145/3293611.3331580,8.0,,,,,,,,,,,,,,,,,,
10.1080/10508619.2019.1586067,18.0,10.0,10.0,,,,,,4.0,,,,,,,,,,
10.1177/0091647119837012,6.0,4.0,3.0,,,,,,,,,,,,,,,,
10.4043/29431-ms,6.0,,,,,,,,,,,,,,,,,,
10.1093/geroni/igz038.117,,,,,,,,,,,,,,,,,,,
10.1152/ajpgi.00107.2019,106.0,64.0,7.0,,36.0,,,,,,,,,,,,,,
10.1063/1.5128148,11.0,8.0,4.0,,,,,,,,,,,,,,,,
10.3390/app9102008,70.0,13.0,13.0,,,,,,,,,,,,,,,,
10.1080/10910344.2019.1575404,8.0,12.0,,,,,,,,,,,,,,,,,
10.1093/jas/skz258.448,,,,,,,,,,,,,,,,,,,
10.1080/16522354.2019.1682906,29.0,4.0,1.0,,,,,,60.0,,,,,,,,,,
10.4028/www.scientific.net/kem.801.199,3.0,,,,,,,,,,,,,,,,,,
10.1093/jas/skz053.141,,,,,,,,,,,,,,,,,,,
10.1177/2332858419833339,83.0,16.0,12.0,,,,,1.0,,,,,,,,,,,
10.1021/acs.jpcb.9b01674,18.0,24.0,16.0,,1.0,,,,,,,,,,,,,,
10.1080/00908320.2019.1636191,18.0,6.0,,,,,,1.0,1.0,,,,,,,,,,
10.1080/01488376.2018.1493410,32.0,7.0,1.0,,,2.0,,2.0,,,,,,,,,,,
10.1093/geroni/igz038.1510,,,,,,,,,,,,,,,,,,,
10.1093/jas/skz258.714,1.0,,,,,,,,,,,,,,,,,,
10.1080/00150193.2019.1621698,6.0,3.0,,,,,,,,,,,,,,,,,
10.1177/0091647119856463,10.0,3.0,,,,,,,,,,,,,,,,,
10.1142/11610,,52.0,30.0,,,,,,,1.0,,,,,,,,,
10.1080/07256868.2019.1577229,7.0,5.0,4.0,,,,,,92.0,,,,,,,,,,
10.1177/0361198119840348,9.0,8.0,2.0,,,,,,,,,,,,,,,,
10.1190/tle38070556.1,4.0,,,,,,,,,,,,,,,,,,
10.1525/sod.2019.5.4.381,17.0,11.0,5.0,,,,,,4.0,,,32.0,238.0,,,,,,
10.7717/peerj.6956,23.0,3.0,4.0,,1.0,,,,,,,13.0,85.0,,,,,,
10.4018/978-1-5225-8395-0,9.0,,,,,,,,,,,,,,,,,,
10.1080/07491409.2019.1641873,33.0,9.0,9.0,,,,,,50.0,,,,,,,,,,
10.1002/rfe.1048,38.0,8.0,7.0,,,,,,,,,,,,,,,,
10.3390/w11091920,16.0,13.0,10.0,,,,,,,,,,,1.0,,,,,
10.1096/fasebj.2019.33.1_supplement.483.16,3.0,,,,,,,,,,,,,,,,,,
10.1093/geroni/igz038.1291,2.0,,,,,,,,,,,,,,,,,,
10.1177/0738894219863254,10.0,4.0,2.0,,,1.0,,1.0,,,,,,,,,,,
10.22175/mmb2019.03.0009,8.0,4.0,1.0,,,,,,,,,,,,,,,,
10.1021/acs.chemmater.9b02582,20.0,34.0,27.0,,,,,,,,,,,,,,,,
10.1039/c8ee03252a,137.0,520.0,514.0,,,,,,,,,,,,,,,,
10.5406/visuartsrese.45.1.0095,,,,,,,,,,,,,,,,,,,
10.1177/0091647119842410,20.0,10.0,2.0,,,,,1.0,,,,,,1.0,,,,,
10.1002/cdq.12163,39.0,2.0,2.0,,,,,,,,,,,,,,,,
10.1002/asmb.2483,14.0,6.0,10.0,,,,,,,,,,,,,,,,
10.1111/jvim.15651,7.0,1.0,,,,,,,4.0,,,,,,,,,,
10.1021/acs.iecr.9b04890,19.0,44.0,36.0,,,,,,,,,,,,,,,,
10.1080/10888438.2019.1631827,99.0,51.0,6.0,,23.0,,,,2.0,,,,,,,,,,
10.1080/08927936.2019.1550289,57.0,11.0,2.0,,,,,,11.0,,,,,,,,,,
10.1093/biolre/ioz048,39.0,15.0,,,12.0,,,,,,,,,,,,,,
10.1021/acsphotonics.9b00206,28.0,27.0,20.0,,,,,,,,,,,,,,,,
10.1177/0894486519836833,132.0,60.0,56.0,,,,,,,,,,,,,,,,
10.1080/00036846.2019.1610708,14.0,8.0,,,,,,,,,,,,,,,,,
10.1111/jmp.12443,11.0,,,,,,,,,,,,,,,,,,
10.1111/eufm.12215,14.0,1.0,1.0,,,,,,,,,376.0,6.0,,,,,,
10.5696/2156-9614-9.22.190603,47.0,7.0,6.0,,2.0,,,,,,,,,,,,,,
10.1287/isre.2018.0798,134.0,54.0,28.0,,,,,,,,,,,,,,,,
10.1111/jvp.12749,12.0,6.0,5.0,,2.0,,,,,,,,,,,,,,
10.1080/08911762.2018.1564161,53.0,1.0,,,,,,,,,,,,,,,,,
10.1002/ss.20309,6.0,,1.0,,,,,,,,,,,,,,,,
10.1116/1.5130891,6.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1002/smj.3071,154.0,53.0,40.0,,,,,1.0,1.0,,,,,,,,,,
10.1080/02603594.2019.1701448,17.0,6.0,,,,,,,,,,,,,,,,,
10.1108/f-07-2018-0077,31.0,6.0,1.0,,,,,,,,,,,,,,,,
10.1177/0022429419863034,13.0,5.0,,,,,,,,,,,,,,,,,
10.5465/ambpp.2019.12260abstract,1.0,,,,,,,,,,,,,,,,,,
10.1021/acs.jmedchem.9b00386,15.0,21.0,14.0,,2.0,,,,,,,,,,,,,,
10.1111/cbdd.13564,19.0,13.0,11.0,,12.0,,,,,,,,,,,,,,
10.1177/2381336919870267,16.0,,1.0,,,,,,,,,,,,,,,,
10.1177/0886260519862269,37.0,2.0,1.0,,2.0,,,,,,,,,,,,,,
10.3102/1076998619879040,27.0,13.0,14.0,,,,,,,,,,,,,,,,
10.1001/jama.2018.20878,4.0,2.0,3.0,,2.0,,,,67.0,,,,,,,,,,
10.1021/acsami.8b19241,19.0,14.0,11.0,,2.0,,,,,,,,,,,,,,
10.3390/molecules24030422,12.0,8.0,9.0,,1.0,,,,,,,,,,,,,,
10.1542/peds.2018-2116,88.0,38.0,8.0,,13.0,1.0,,12.0,6.0,,,,,,,,,,
10.1177/0886260519834092,29.0,5.0,5.0,,,,,6.0,,,,,,,,,,,
10.1177/1521025119848754,24.0,5.0,,,,,,,,,,,,,,,,,
10.1002/sim.8179,26.0,13.0,7.0,,4.0,,,,,,,,,,,,,,
10.1111/biom.12991,8.0,,,,,,,,,,,,,,,,,,
10.1128/iai.00246-19,14.0,5.0,2.0,,4.0,,,,,,,,,,,,,,
10.7287/peerj.preprints.27746,,,,,,,,,,,,,,,,,,,
10.7287/peerj.preprints.27746v1,,,,,,,,,,,,,,1.0,,,,,
10.5465/amj.2017.0158,164.0,43.0,10.0,,,,,,,,,,,1.0,,,,,
10.1111/ijau.12148,91.0,17.0,11.0,,,,,,1.0,,,1151.0,6.0,,,,,,
10.1089/vbz.2018.2387,106.0,35.0,7.0,,17.0,3.0,,,,,,,,,,,,,
10.1177/2329490619851120,12.0,3.0,1.0,,,,,,,,,,,,,,,,
10.1080/00377996.2019.1624944,32.0,,2.0,,,,,,,,,,,,,,,,
10.5465/ambpp.2019.18184abstract,,,,,,,,,,,,,,,,,,,
10.1109/mts.2019.2934586,1.0,,,,,,,,,,,,,,,,,,
10.1177/028072701903700204,12.0,,,,,,,,,,,,,,,,,,
10.1111/jora.12536,42.0,6.0,3.0,,1.0,,,,,,,,,,,,,,
10.1093/aesa/saz011,22.0,6.0,,,,,,20.0,,,,,,,,,,,
10.37514/opw-j.2019.12.1.08,6.0,,,,,,,,,,,,,,,,,,
10.2118/195988-ms,5.0,1.0,,,,,,,,,,,,,,,,,
10.1002/yd.20335,6.0,,1.0,,,,,,,,,,,,,,,,
10.1080/14755610.2019.1704423,6.0,2.0,,,,,,,72.0,,,,,,,,,,
10.2106/jbjs.cc.18.00505,14.0,4.0,3.0,,1.0,,,,,,,,,,,,,,
10.1130/b35174.1,3.0,,,,,,,,,,,,,,,,,,
10.1039/c9cc05635a,23.0,19.0,20.0,,6.0,,,,66.0,,,,,,,,,,
10.2308/isys-52616,11.0,6.0,2.0,,,,,,,,,,,,,,,,
10.1111/jora.12506,39.0,7.0,8.0,,4.0,,,,,,,,,,,,,,
10.1080/07481187.2019.1578304,35.0,2.0,,,,,,,,,,,,,,,,,
10.1080/19496591.2019.1634464,20.0,8.0,4.0,,,,,,96.0,,,,,,,,,,
10.4018/978-1-5225-8362-2.ch069,4.0,,,,,,,,,,,,,,,,,,
10.1002/cjas.1546,91.0,17.0,6.0,,,,,,13.0,,,,,,,,,,
10.1093/ofid/ofz360.1410,1.0,,,,,,,,,,,,,,,,,,
10.1096/fasebj.2019.33.1_supplement.838.5,,,1.0,,,,,,,,,,,,,,,,
10.1093/neuonc/noz175.193,3.0,,,,,,,,,,,,,,,,,,
10.1177/0886260519888524,47.0,1.0,1.0,,,1.0,,,,,,14.0,,,,,,,
10.1177/0093854819870268,31.0,34.0,,,,,,,,,,,,,,,,,
10.1080/2325548x.2019.1650538,2.0,,,,,,,,,,,,,,,,,,
10.1115/ajkfluids2019-5273,3.0,3.0,,,,,,,,,,,,,,,,,
10.1093/ofid/ofz360.2381,3.0,,,,,,,,,,,,,,,,,,
10.1145/3353401.3353408,29.0,7.0,4.0,,,,,,,,,,,,,,,,
10.1063/1.5081451,26.0,31.0,26.0,,5.0,,,6.0,,,,,,,,,,,
10.3390/su11174703,7.0,13.0,14.0,,,,,,,,,,,,,,,,
10.1093/geroni/igz038.172,,,,,,,,,,,,,,,,,,,
10.1080/14786419.2019.1597350,19.0,3.0,2.0,,2.0,,,,,,,,,,,,,,
10.1152/ajprenal.00023.2019,22.0,22.0,,,16.0,,,,,,,,,,,,,,
10.1080/10410236.2019.1584739,43.0,9.0,,,3.0,,,,28.0,,,,,,,,,,
10.1080/15377938.2019.1584137,11.0,5.0,,,,,,,,,,,,,,,,,
10.1002/pits.22303,52.0,19.0,11.0,,,,,,,,,,,,,,,,
10.1002/joc.6026,46.0,26.0,21.0,,,,,1.0,,,,,,,,,,,
10.1002/tesq.492,17.0,10.0,8.0,,,,,,237.0,,,,,,,,,,
10.1093/ct/qty035,62.0,55.0,48.0,,,,,,13.0,,,,,,,,,,
10.1093/jas/skz258.336,1.0,,,,,,,,,,,,,,,,,,
10.1111/1365-2664.13426,58.0,19.0,6.0,,,,,,,,,,,,,,,,
10.1111/fire.12182,10.0,14.0,12.0,,,,,,1.0,,,464.0,1.0,,,,,,
10.1002/ijch.201800175,32.0,22.0,20.0,,,,,,,,,,,,,,,,
10.1177/0886109919847482,30.0,2.0,,,,,,1.0,4.0,,,,,,,,,,
10.2308/jmar-18-070,35.0,2.0,2.0,,,,,,,,,,,,,,,,
10.1055/s-0039-1679887,53.0,7.0,,,2.0,,,,,,,3.0,,,,,,,
10.1055/s-0039-1695053,28.0,12.0,,,5.0,,,,2.0,,,,,,,,,,
10.1177/1090198119859399,48.0,8.0,,,3.0,1.0,,,,,,,,,,,,,
10.1210/endocr/bqz012,20.0,11.0,,,9.0,,,,,,,,,,,,,,
10.1093/condor/duz042,13.0,3.0,3.0,,,,,,,1.0,,,,,,,,,
10.1080/10646175.2019.1670295,52.0,16.0,10.0,,,,,,,,,,,,,,,,
10.5465/ambpp.2019.11188abstract,,,,,,,,13.0,,,,,,,,,,,
10.1080/07347324.2019.1702486,33.0,2.0,,,,,,,,,,,,,,,,,
10.1021/jacs.8b13657,106.0,104.0,90.0,,16.0,,,,48.0,,,,,,,,,,
10.1111/tbj.13322,14.0,,,,,,,,,,,,,,,,,,
10.1002/med.21628,114.0,106.0,88.0,,59.0,,,3.0,41.0,,,,,,,,,,
10.1039/c9ob00122k,9.0,9.0,10.0,,5.0,,,,,,,,,,,,,,
10.1080/03601277.2019.1621435,35.0,8.0,6.0,,,,,,,,,10.0,,,,,,,
10.1080/21548455.2019.1614238,27.0,12.0,,1.0,,,,,,,,,,,,,,,
10.1177/1356336x19859602,81.0,7.0,2.0,,,,,,,,,,,,,,,,
10.1177/1749602019845710,16.0,5.0,2.0,,,,,,,,,,,,,,,,
10.1177/0093854819871076,35.0,15.0,,,,2.0,,,,,,,,,,,,,
10.1177/0165025419880614,31.0,7.0,1.0,,,,,,,,,,,,,,,,
10.1080/07481756.2018.1547619,83.0,33.0,20.0,,,,,,37.0,,,,,,,,,,
10.1177/0091647119837016,39.0,9.0,1.0,,,,,,,,,,,,,,,,
10.1080/01977261.2019.1567520,7.0,,,,,,,,,,,,,,,,,,
10.1080/09515089.2019.1646896,22.0,5.0,1.0,,,,,,,,,,,,,,,,
10.1111/eve.13198,28.0,1.0,,,,,,,,,,,,,,,,,
10.1021/acs.energyfuels.8b03835,32.0,27.0,18.0,,,,,,,,,,,,,,,,
10.1093/geroni/igz038.1911,3.0,,,,,,,,,,,,,,,,,,
10.1177/1042258719830310,451.0,187.0,2.0,,,2.0,,,,,,91.0,,,,,,,
10.1080/03069885.2019.1679350,27.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1093/bjc/azz050,28.0,10.0,5.0,,,,,,,,,,,,,,,,
10.1002/ajp.23048,16.0,1.0,,,1.0,,,,,,,,,,,,,,
10.1002/aenm.201903215,102.0,146.0,125.0,,,,,,,,,,,,,,,,
10.1177/0265407519846565,30.0,24.0,1.0,,,,,,,,,,,1.0,,,,,
10.4018/978-1-5225-5796-8.ch005,,,,,,,,,,,,,,,,,,,
10.2200/s00942ed1v01y201907eng037,4.0,4.0,2.0,,,,,,,,,,,,,,,,
10.1177/0265407519886066,54.0,5.0,,,,,,1.0,,,,,,,,,,,
10.1002/etc.4579,27.0,24.0,20.0,,5.0,,,,20.0,,,,,,,,,,
10.1128/jvi.00104-19,72.0,31.0,22.0,,21.0,1.0,,,,,,,,,,,,,
10.1080/00949655.2019.1586111,,,,,,,,,,,,,,,,,,,
10.1177/0018720819830553,121.0,67.0,5.0,,16.0,,,,,,,,,,,,,,
10.1111/joop.12284,63.0,24.0,19.0,,,,,,1.0,,,,,,,,,,
10.1111/cdev.13339,53.0,20.0,14.0,,5.0,1.0,,,36.0,,,,,,,,,,
10.1111/jace.16291,14.0,3.0,3.0,,,,,,,,,,,,,,,,
10.1097/spc.0000000000000442,44.0,14.0,14.0,,10.0,,,,,,,,,,,,,,
10.1111/ajps.12478,54.0,11.0,14.0,,,,,1.0,3.0,,,,,1.0,,,,,
10.1080/10528008.2019.1610330,5.0,,,,,,,,,,,,,,,,,,
10.1080/23729333.2019.1637488,11.0,2.0,,,,,,,,,,,,,,,,,
10.1200/jco.2019.37.7_suppl.462,2.0,,,,,,,,,,,,,,,,,,
10.22175/mmb.10794,,,,,,,,,,,,,,,,,,,
10.1001/jamanetworkopen.2019.17559,39.0,6.0,1.0,,1.0,,,4.0,4.0,,,,,,,,,,
10.1021/acs.nanolett.9b04551,28.0,75.0,63.0,,4.0,,,,,,,,,,,,,,
10.1177/0091026019845119,45.0,14.0,,,,,,,,,,,,,,,,,
10.1080/10790195.2019.1631231,8.0,5.0,,,,,,,7.0,,,,,,,,,,
10.1155/2019/2613962,69.0,13.0,,,2.0,,,,,,,,,,,,,,
10.1021/acs.joc.9b01908,10.0,9.0,8.0,,1.0,,,,,,,,,,,,,,
10.1002/yd.20361,16.0,,5.0,,,,,,,,,,,,,,,,
10.1177/0165025419881721,273.0,351.0,205.0,,,1.0,,2.0,,,,26.0,,,,,,,
10.1002/zaac.201900066,13.0,10.0,11.0,,,,,,,2.0,,,,,,,,,
10.5465/ambpp.2019.10065abstract,,,,,,,,,,,,,,,,,,,
10.1177/1176935119880516,5.0,4.0,,,1.0,,,,,,,,,,,,,,
10.1190/int-2019-0320-spseintro.1,,,,,,,,,,,,,,,,,,,
10.1021/acs.energyfuels.9b01568,4.0,9.0,6.0,,,,,,,,,,,,,,,,
10.1093/gbe/evz144,20.0,18.0,3.0,,12.0,,,,,,,,,,,,,,
10.1080/00222216.2019.1637703,27.0,3.0,,,,,,,,,,,,,,,,,
10.5664/jcsm.7608,14.0,4.0,,,3.0,,,,,,,,,,,,,,
10.1145/3290605.3300818,33.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1111/1745-9133.12408,34.0,52.0,45.0,,,1.0,,6.0,40.0,2.0,,,,,,,,,
10.1080/17419166.2019.1675262,6.0,1.0,,,,,,,,,,,,,,,,,
10.1080/02702711.2018.1555365,54.0,13.0,1.0,,,,,,,,,,,,,,,,
10.1111/fire.12185,34.0,6.0,4.0,,,,,,,,,482.0,,,,,,,
10.1080/10580530.2019.1587574,171.0,31.0,23.0,,,,,,,,,,,,,,,,
10.1158/1538-7445.am2019-643,17.0,,,,,,,,,,,,,,,,,,
10.5465/ambpp.2019.10993symposium,,,,,,,,,,,,,,,,,,,
10.1080/15377938.2019.1646687,9.0,12.0,,,,,,,,,,,,,,,,,
10.1097/aia.0000000000000242,15.0,4.0,3.0,,,,,,1.0,,,,,,,,,,
10.1002/wnan.1590,150.0,102.0,62.0,,48.0,,1.0,,,,,,,,,,,,
10.2514/1.j058235,10.0,3.0,4.0,,,,,,,,,,,,,,,,
10.1002/smj.3023,432.0,127.0,29.0,,,1.0,,3.0,1.0,,,,,,,,,,
10.1177/0092055x19832266,,,1.0,,,,,,,,,,,,,,,,
10.1177/1077699019851755,62.0,10.0,,1.0,,,,,,,,,,,,,,,
10.1177/0275074019884316,44.0,4.0,,,,,,,,,,,,,,,,,
10.1177/0091647119847540,23.0,7.0,2.0,,,,,,,,,,,,,,,,
10.1063/1.5104295,7.0,4.0,3.0,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628907,3.0,,,,,,,,,,,,,,,,,,
10.3390/e21010061,8.0,8.0,11.0,,2.0,,,,,,,,,,,,,,
10.1080/00949655.2019.1586135,,,,,,,,,,,,,,,,,,,
10.1177/0739456x19826271,110.0,28.0,2.0,,,,,,,,,2.0,,,,,,,
10.1080/00949655.2019.1628892,3.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1589118,1.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1589128,7.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628891,15.0,,,,,,,,,,,,,,,,,,
10.1021/acs.jpcc.9b03810,25.0,24.0,17.0,,,,1.0,,,,,,,,,,,,
10.2118/195470-ms,2.0,3.0,1.0,,,,,,,,,,,,,,,,
10.30802/aalas-jaalas-18-000096,23.0,8.0,2.0,,5.0,,,,,,,,,,,,,,
10.1080/00949655.2019.1628900,2.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628910,4.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628897,7.0,,,,,,,,,,,,,,,,,,
10.1093/sf/soz062,4.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628880,119.0,,,,,,,,,,,,,,,,,,
10.3390/h8010054,18.0,2.0,2.0,,,,,,198.0,6.0,,,,1.0,,,,,
10.1080/14763141.2019.1682650,29.0,10.0,5.0,,,,,,,,,,,,,,,,
10.1021/bk-2019-1338.ch006,3.0,1.0,,,,,,,,,,,,,,,,,
10.1073/pnas.1907507116,154.0,226.0,105.0,,16.0,,,,54.0,,,,,,,,,,
10.1177/1523422319869853,20.0,,,,,,,,,,,,,,,,,,
10.1080/10457097.2019.1612506,2.0,,,,,,,,34.0,,,,,,,,,,
10.1142/s2047684119500076,11.0,5.0,,,,,,,,,,,,,,,,,
10.1177/2056305119826130,69.0,14.0,3.0,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628904,126.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1586137,1.0,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628885,,,,,,,,,,,,,,,,,,,
10.1080/00949655.2019.1628888,2.0,,,,,,,,,,,,,,,,,,
10.1080/17419166.2019.1566064,2.0,1.0,,,,,,,7.0,,,,,,,,,,
10.1080/07418825.2019.1679862,22.0,9.0,6.0,,,,,,,,,,,,,,,,
10.1080/01639625.2019.1572068,10.0,3.0,2.0,,,,,,,,,,,1.0,,,,,
10.14309/01.ajg.0000596344.81047.d5,5.0,,,,,,,,,,,,,,,,,,
10.1145/3376930.3376948,,,1.0,,,,,,,,,,,,,,,,
10.5465/amp.2019.0130,225.0,90.0,12.0,,,3.0,,,4.0,,,,,,,,,,
10.5465/ambpp.2019.17676abstract,,,,,,,,,,,,,,,,,,,
10.1002/jimd.12107,12.0,5.0,3.0,,2.0,,,,,,,,,,,,,,
10.5465/ambpp.2019.18862abstract,,,,,,,,,,,,,,,,,,,
10.1289/ehp5105,17.0,15.0,9.0,,11.0,1.0,,1.0,,,,,,,,,,,
10.2118/195332-ms,15.0,5.0,,,,,,,,,,,,,,,,,
10.1177/016146811912100905,4.0,,,,,,,,,,,,,,,,,,
10.1177/0145482x19845756,14.0,2.0,,,,,,,,,,,,,,,,,
10.1093/geroni/igz038.1989,,,,,,,,,,,,,,,,,,,
10.1145/3371316.3371327,3.0,,1.0,,,,,,,,,,,,,,,,
10.1093/geroni/igz038.390,1.0,,,,,,,,,,,,,,,,,,
10.1021/acsanm.9b01715,11.0,6.0,5.0,,,,,,,,,3.0,,,,,,,
10.1177/0361198119840338,16.0,3.0,,,,,,,,,,,,,,,,,
10.1080/0092623x.2018.1526837,52.0,31.0,,,4.0,,,,53.0,,,,,,,,,,
10.1080/1612197x.2019.1655775,103.0,15.0,4.0,,,,,,,,,,,,,,,,
10.1021/acs.joc.9b00808,16.0,27.0,19.0,,11.0,,,,,,,,,,,,,,
10.1111/jiec.12936,180.0,48.0,43.0,,,1.0,,,,,,,,,,,,,
10.1128/mbio.02375-19,102.0,56.0,22.0,,40.0,,,1.0,1.0,,,,,,,,,,
10.1590/198055272331,24.0,4.0,,,,2.0,,,,,,206.0,,,,1434.0,,,
10.1055/s-0039-1677703,36.0,13.0,,,5.0,,,,,,,,,,,,,,
10.1055/s-0039-3399494,11.0,3.0,,,2.0,,,,,,,,,,,,,,
10.1080/10510974.2019.1658613,33.0,8.0,,,,,,1.0,64.0,,,,,,,,,,
10.1002/pra2.138,8.0,2.0,2.0,,,,,,,,,,,,,,,,
10.1111/cxo.12843,10.0,4.0,1.0,,3.0,,,,,,,,,,,,,,
10.1097/01.ee9.0000609172.69291.2f,2.0,,,,,,,1.0,,,,,,,,,,,
10.1128/mbio.02294-19,42.0,19.0,10.0,,14.0,,,,,,,,,,,,,,
10.1001/jamaoncol.2019.1215,87.0,91.0,,,58.0,5.0,,10.0,111.0,,,,,1.0,,,,,
10.1519/jsc.0000000000003354,56.0,11.0,11.0,,6.0,,,,,,,3.0,,,,,,,
10.1080/00949655.2019.1589122,5.0,,,,,,,,,,,,,,,,,,
10.1111/mpp.12781,68.0,26.0,19.0,,14.0,,,,,,,,,,,,,,
10.1093/sleep/zsz067.242,5.0,,,,,,,,,,,,,,,,,,
10.1145/3287324.3287444,55.0,22.0,13.0,,,,,,,,,,,,,,,,
10.1128/mra.01494-18,4.0,1.0,,,1.0,,,,,,,,,,,,,,
10.1158/0008-5472.can-18-2003,29.0,25.0,29.0,,20.0,,,,,,,,,,,,,,
10.1177/0040059919878663,40.0,1.0,,,,,,,,,,,,,,,,,
10.1002/nag.2899,20.0,26.0,19.0,,,,,,,,,,,,,,,,
10.1128/jvi.00699-19,48.0,30.0,13.0,,16.0,,,,83.0,,,,,,,,,,
10.1093/geroni/igz038.1138,5.0,,,,,,,,,,,,,,,,,,
10.1177/1077800419881663,4.0,3.0,1.0,,,,,,,,,,,,,,,,
10.1177/2327857919081005,11.0,,,,,,,,,,,,,,,,,,
10.1021/acs.jpcc.8b11846,4.0,1.0,,,,,,,,,,,,,,,,,
10.1111/conl.12628,76.0,12.0,11.0,,,,,5.0,16.0,,,,,,,,,,
10.1093/ofid/ofz360.2062,3.0,,,,,,,,,,,,,,,,,,
